"region","unit_label","outcome","model_version_id","publication_role","matched_primary_model_id","sensitivity_id","unit_class","contrast","estimate","standard_error","conf_low","conf_high","p_value","q_value","n","status","effect_scale","reference_estimate","reference_conf_low","reference_conf_high","reference_q_value","reference_status","estimate_difference_from_matched_reference","same_estimate_sign","confidence_intervals_overlap"
"SoG","alcid_piscivore","detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",-0.126486067166453,0.0757304743730151,-0.274915069469696,0.0219429351367902,0.0948771129652198,0.64098614920846,217200,"completed","log_odds",-0.12904259074774,-0.290873370307038,0.0327881888115588,0.134954925196473,"completed",0.002556523581287,TRUE,TRUE
"SoG","falsification","detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",-0.0259718317149128,0.0556952460464863,-0.135132508076123,0.0831888446462971,0.64098614920846,0.64098614920846,217200,"completed","log_odds",0.301774408876331,0.191873406409029,0.411675411343633,1.17980993082142e-07,"completed",-0.327746240591244,FALSE,FALSE
"SoG","gull_roe","detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.0309424111528066,0.0344692220788106,-0.036616022696775,0.0985008450023882,0.369354939204861,0.64098614920846,217055,"completed","log_odds",0.302558930861191,0.230270257473377,0.374847604249004,6.23747514251429e-16,"completed",-0.271616519708384,TRUE,FALSE
"SoG","intertidal_roe_shorebird","detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.0270387347549,0.0562435712185827,-0.0831966391954357,0.137274108705236,0.63069876662257,0.64098614920846,217200,"completed","log_odds",-0.047953625332426,-0.169488402444014,0.0735811517791624,0.439322775727998,"completed",0.074992360087326,FALSE,TRUE
"SoG","piscivore_active_spawn","detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.0163095830563927,0.0345735697171794,-0.0514533684062636,0.084072534519049,0.637115535608126,0.64098614920846,217160,"completed","log_odds",0.232489854950182,0.160253723129516,0.304725986770848,5.65013934100221e-10,"completed",-0.216180271893789,TRUE,FALSE
"SoG","roe_diving_seaduck","detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.0334803680962854,0.0358057332271156,-0.0366975794689103,0.103658315661481,0.349759405778785,0.64098614920846,216912,"completed","log_odds",0.812642043865334,0.736891672167967,0.888392415562702,3.01616465837971e-97,"completed",-0.779161675769049,TRUE,FALSE
"SoG","shoreline_scavenger","detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",-0.0352486401137849,0.0348165173908475,-0.103487760266959,0.0329904800393887,0.311341376154329,0.64098614920846,217200,"completed","log_odds",0.167799158226779,0.0909765608453069,0.244621755608251,2.48033652416302e-05,"completed",-0.203047798340564,FALSE,FALSE
"SoG","surface_vegetation_roe","detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",-0.0188107379139942,0.0354925589186855,-0.0883748751137837,0.0507533992857953,0.596118148942317,0.64098614920846,217162,"completed","log_odds",0.462015797432472,0.383045401110003,0.540986193754941,7.7514727876878e-30,"completed",-0.480826535346466,FALSE,FALSE
"SoG","alcid_piscivore","positive_numeric_count_given_detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",-0.0360568802331518,0.0606060777220701,-0.154842609812644,0.0827288493463408,0.551884677367892,0.806271053528602,9690,"completed","log_expected_positive_numeric_count",-0.2209802317893,-0.34968778848834,-0.0922726750902611,0.00102022675718275,"completed",0.184923351556148,TRUE,TRUE
"SoG","falsification","positive_numeric_count_given_detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.0144076290180205,0.0381231017842675,-0.0603122774580984,0.0891275354941394,0.705487171837526,0.806271053528602,18897,"completed","log_expected_positive_numeric_count",0.412611779591137,0.33252772656927,0.492695832613003,9.00310611070537e-24,"completed",-0.398204150573116,TRUE,FALSE
"SoG","gull_roe","positive_numeric_count_given_detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.0282802158484946,0.0201297582032061,-0.011173385247289,0.0677338169442782,0.160052219987965,0.806271053528602,89188,"completed","log_expected_positive_numeric_count",0.294145138198702,0.255882622861471,0.332407653535933,1.06256073570452e-50,"completed",-0.265864922350207,TRUE,FALSE
"SoG","intertidal_roe_shorebird","positive_numeric_count_given_detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.00299220548651617,0.0512304870166774,-0.0974177039766184,0.103402114949651,0.953424650063194,0.953424650063194,19450,"completed","log_expected_positive_numeric_count",0.0530313030460339,-0.0558552190129081,0.161917825104976,0.339796882464138,"completed",-0.0500390975595177,TRUE,TRUE
"SoG","piscivore_active_spawn","positive_numeric_count_given_detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.0198076562309574,0.019801137997181,-0.0190018610964248,0.0586171735583397,0.317151227911328,0.806271053528602,74198,"completed","log_expected_positive_numeric_count",0.040522294720289,0.00127961833352907,0.0797649711070489,0.0491235457686817,"completed",-0.0207146384893316,TRUE,TRUE
"SoG","roe_diving_seaduck","positive_numeric_count_given_detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",-0.0270651565811809,0.0245078287548742,-0.0750996182800094,0.0209693051176477,0.269442475430367,0.806271053528602,65201,"completed","log_expected_positive_numeric_count",0.297094917642242,0.250908438763358,0.343281396521125,3.84046884010367e-36,"completed",-0.324160074223423,FALSE,FALSE
"SoG","shoreline_scavenger","positive_numeric_count_given_detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.00733578463229437,0.0110069197340523,-0.0142373816271713,0.02890895089176,0.505110568176028,0.806271053528602,168234,"completed","log_expected_positive_numeric_count",0.152488006584355,0.130127092960526,0.174848920208184,2.55541761829984e-40,"completed",-0.145152221952061,TRUE,FALSE
"SoG","surface_vegetation_roe","positive_numeric_count_given_detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",-0.00824556142317692,0.0189903490603762,-0.0454659616353583,0.0289748387890045,0.664145053718753,0.806271053528602,106367,"completed","log_expected_positive_numeric_count",0.3277774687181,0.29092438808806,0.364630549348141,3.75704927493526e-67,"completed",-0.336023030141277,FALSE,FALSE
"WCVI","alcid_piscivore","detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.451303277515933,0.254629947689559,-0.0477622493409207,0.950368804372787,0.0763300331053289,0.305320132421316,8584,"completed_with_singular_warning","log_odds",0.00422477499186266,-0.503301603694453,0.511751153678178,0.986982911733911,"completed_with_singular_warning",0.44707850252407,TRUE,TRUE
"WCVI","falsification","detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.743097382568177,0.361204241286466,0.0351500785835883,1.45104468655276,0.0396595339813476,0.305320132421316,8584,"completed_with_singular_warning","log_odds",0.174831607289309,-0.641128076534453,0.99079129111307,0.770880846688146,"completed_with_singular_warning",0.568265775278868,TRUE,TRUE
"WCVI","gull_roe","detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.0896279849119418,0.169744724220971,-0.243065561126845,0.422321530950729,0.597488007598561,0.747494220205757,8575,"completed","log_odds",0.416556517084619,0.0497064223169004,0.783406611852338,0.0520914029994399,"completed",-0.326928532172677,TRUE,TRUE
"WCVI","intertidal_roe_shorebird","detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.0766496445859766,0.170814183221986,-0.258140002577743,0.411439291749696,0.65362561206565,0.747494220205757,8584,"completed_with_singular_warning","log_odds",0.167375240038809,-0.198914570881618,0.533665050959236,0.493954688049936,"completed_with_singular_warning",-0.0907255954528324,TRUE,TRUE
"WCVI","piscivore_active_spawn","detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",-0.0809031164774698,0.163870531847002,-0.402083457025018,0.240277224070078,0.621517052714955,0.747494220205757,8580,"completed_with_singular_warning","log_odds",0.525457639408481,0.155931985049046,0.894983293767915,0.0141850705131559,"completed",-0.606360755885951,FALSE,TRUE
"WCVI","roe_diving_seaduck","detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",-0.0756945516450218,0.168911027243179,-0.406754081633316,0.255364978343272,0.654057442680037,0.747494220205757,8573,"completed_with_singular_warning","log_odds",0.684494060707849,0.321089757250422,1.04789836416528,0.00178200311583372,"completed",-0.760188612352871,FALSE,FALSE
"WCVI","shoreline_scavenger","detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.121649963716427,0.193657540828695,-0.25791184164241,0.501211769075264,0.529892221186365,0.747494220205757,8584,"completed_with_singular_warning","log_odds",0.320001669833952,-0.116581831923195,0.7565851715911,0.241334976954823,"completed_with_singular_warning",-0.198351706117525,TRUE,TRUE
"WCVI","surface_vegetation_roe","detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.000801986168444411,0.207854658823429,-0.406585659144338,0.408189631481227,0.996921450797882,0.996921450797882,8579,"completed_with_singular_warning","log_odds",0.603550647545219,0.210931354352205,0.996169940738233,0.0103492757008082,"completed_with_singular_warning",-0.602748661376775,TRUE,TRUE
"WCVI","alcid_piscivore","positive_numeric_count_given_detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",-0.219294689276606,0.203469578448037,-0.618087734984306,0.179498356431095,0.281133598867588,0.562267197735176,1151,"completed_with_singular_warning","log_expected_positive_numeric_count",-0.00682000095444064,-0.370037171066135,0.356397169157253,0.970643235095906,"completed",-0.212474688322165,TRUE,TRUE
"WCVI","falsification","positive_numeric_count_given_detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.66550549124099,0.401879630840252,-0.122164111326156,1.45317509380813,0.0977254356569231,0.562267197735176,246,"completed_with_singular_warning","log_expected_positive_numeric_count",0.452224405178824,-0.420669659833195,1.32511847019084,0.413215225604344,"completed_with_singular_warning",0.213281086062166,TRUE,TRUE
"WCVI","gull_roe","positive_numeric_count_given_detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",-0.128436367428151,0.115347854614695,-0.354514008166916,0.0976412733106146,0.26550665652599,0.562267197735176,4420,"completed","log_expected_positive_numeric_count",0.672575572029941,0.43407628727215,0.911074856787731,1.30181856110121e-07,"completed",-0.801011939458092,FALSE,FALSE
"WCVI","intertidal_roe_shorebird","positive_numeric_count_given_detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",-0.0249889640160318,0.134722587893605,-0.289040384191529,0.239062456159465,0.852848965734905,0.974684532268463,3041,"completed","log_expected_positive_numeric_count",0.0725210660998354,-0.216355440962462,0.361397573162132,0.711647265684522,"completed",-0.0975100301158672,FALSE,TRUE
"WCVI","piscivore_active_spawn","positive_numeric_count_given_detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.000179958920405392,0.12319912090178,-0.24128588097408,0.241645798814891,0.998834517713619,0.998834517713619,4089,"completed_with_singular_warning","log_expected_positive_numeric_count",0.454038194394353,0.227114428988768,0.680961959799939,0.000140755437594137,"completed",-0.453858235473948,TRUE,TRUE
"WCVI","roe_diving_seaduck","positive_numeric_count_given_detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.181750745262942,0.15770955398319,-0.127354300561986,0.49085579108787,0.249140450294771,0.562267197735176,3015,"completed","log_expected_positive_numeric_count",1.11178846258365,0.834992274488062,1.38858465067924,2.7820054385966e-14,"completed",-0.930037717320708,TRUE,FALSE
"WCVI","shoreline_scavenger","positive_numeric_count_given_detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",-0.0199271712822267,0.0586820932725589,-0.134941960633862,0.0950876180694089,0.734174047579131,0.974684532268463,6855,"completed","log_expected_positive_numeric_count",0.285125608134636,0.161406053877232,0.408845162392039,1.6729226483524e-05,"completed",-0.305052779416863,FALSE,FALSE
"WCVI","surface_vegetation_roe","positive_numeric_count_given_detection","M27_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_10007","guild","active_near",0.129970853792143,0.208739954035576,-0.279151938252133,0.539093645836419,0.533517942737868,0.853628708380589,1509,"completed","log_expected_positive_numeric_count",0.717123317410946,0.373827083799343,1.06041955102255,8.47124622234167e-05,"completed",-0.587152463618803,TRUE,TRUE
"SoG","alcid_piscivore","detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",0.0107884254459997,0.0786892066310939,-0.143439585522975,0.165016436414974,0.890950394236673,0.94596914188158,217200,"completed","log_odds",-0.12904259074774,-0.290873370307038,0.0327881888115588,0.134954925196473,"completed",0.13983101619374,FALSE,TRUE
"SoG","falsification","detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",0.0525959616258939,0.0566633890696424,-0.0584622401925858,0.163654163444374,0.353294646123983,0.94596914188158,217200,"completed","log_odds",0.301774408876331,0.191873406409029,0.411675411343633,1.17980993082142e-07,"completed",-0.249178447250437,TRUE,FALSE
"SoG","gull_roe","detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",-0.00749701095760612,0.0350679454272967,-0.0762289210069238,0.0612348990917116,0.830714494985149,0.94596914188158,217055,"completed","log_odds",0.302558930861191,0.230270257473377,0.374847604249004,6.23747514251429e-16,"completed",-0.310055941818797,FALSE,FALSE
"SoG","intertidal_roe_shorebird","detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",-0.016545037842776,0.0588315940537526,-0.131852843341212,0.0987627676556599,0.778536229943091,0.94596914188158,217200,"completed","log_odds",-0.047953625332426,-0.169488402444014,0.0735811517791624,0.439322775727998,"completed",0.03140858748965,TRUE,TRUE
"SoG","piscivore_active_spawn","detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",-0.0194591892878074,0.0348170199943661,-0.0876992945257758,0.048780915950161,0.576230816009495,0.94596914188158,217160,"completed","log_odds",0.232489854950182,0.160253723129516,0.304725986770848,5.65013934100221e-10,"completed",-0.251949044237989,FALSE,FALSE
"SoG","roe_diving_seaduck","detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",-0.0184961684012446,0.0361545491952386,-0.0893577827011939,0.0523654458987047,0.608940646333244,0.94596914188158,216912,"completed","log_odds",0.812642043865334,0.736891672167967,0.888392415562702,3.01616465837971e-97,"completed",-0.831138212266579,FALSE,FALSE
"SoG","shoreline_scavenger","detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",-0.0281522470976972,0.035144587547155,-0.0970343729416359,0.0407298787462415,0.423108049821113,0.94596914188158,217200,"completed","log_odds",0.167799158226779,0.0909765608453069,0.244621755608251,2.48033652416302e-05,"completed",-0.195951405324476,FALSE,FALSE
"SoG","surface_vegetation_roe","detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",0.00241488532100359,0.0356338197614921,-0.0674261180431126,0.0722558886851198,0.94596914188158,0.94596914188158,217162,"completed","log_odds",0.462015797432472,0.383045401110003,0.540986193754941,7.7514727876878e-30,"completed",-0.459600912111468,TRUE,FALSE
"SoG","alcid_piscivore","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",0.0216794232163834,0.0639549631060968,-0.103670001104154,0.147028847536921,0.734625152278244,0.962124496979789,9690,"completed","log_expected_positive_numeric_count",-0.2209802317893,-0.34968778848834,-0.0922726750902611,0.00102022675718275,"completed",0.242659655005683,FALSE,TRUE
"SoG","falsification","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",0.00850543363186339,0.0394695118068312,-0.0688533879969043,0.0858642552606311,0.82938237407578,0.962124496979789,18897,"completed","log_expected_positive_numeric_count",0.412611779591137,0.33252772656927,0.492695832613003,9.00310611070537e-24,"completed",-0.404106345959274,TRUE,FALSE
"SoG","gull_roe","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",-0.0207924864135508,0.0206844095206592,-0.0613331841155203,0.0197482112884187,0.314788499857389,0.839435999619705,89188,"completed","log_expected_positive_numeric_count",0.294145138198702,0.255882622861471,0.332407653535933,1.06256073570452e-50,"completed",-0.314937624612253,FALSE,FALSE
"SoG","intertidal_roe_shorebird","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",-0.11147559880531,0.0542306936585347,-0.217765805232663,-0.00518539237795768,0.0398228935231874,0.318583148185499,19450,"completed","log_expected_positive_numeric_count",0.0530313030460339,-0.0558552190129081,0.161917825104976,0.339796882464138,"completed",-0.164506901851344,FALSE,TRUE
"SoG","piscivore_active_spawn","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",0.0244839010183983,0.0200345356355697,-0.0147830672743025,0.0637508693110992,0.221675569157647,0.839435999619705,74198,"completed","log_expected_positive_numeric_count",0.040522294720289,0.00127961833352907,0.0797649711070489,0.0491235457686817,"completed",-0.0160383937018907,TRUE,TRUE
"SoG","roe_diving_seaduck","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",-0.00338074724002105,0.0252122013383563,-0.052795753834172,0.0460342593541299,0.893330053344906,0.962124496979789,65201,"completed","log_expected_positive_numeric_count",0.297094917642242,0.250908438763358,0.343281396521125,3.84046884010367e-36,"completed",-0.300475664882263,FALSE,FALSE
"SoG","shoreline_scavenger","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",0.000528685263632405,0.0111330882924139,-0.0212917668262034,0.0223491373534682,0.962124496979789,0.962124496979789,168234,"completed","log_expected_positive_numeric_count",0.152488006584355,0.130127092960526,0.174848920208184,2.55541761829984e-40,"completed",-0.151959321320723,TRUE,FALSE
"SoG","surface_vegetation_roe","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",0.0040750985668143,0.0191825463405035,-0.0335220013923433,0.0416721985259719,0.831765473191168,0.962124496979789,106367,"completed","log_expected_positive_numeric_count",0.3277774687181,0.29092438808806,0.364630549348141,3.75704927493526e-67,"completed",-0.323702370151286,TRUE,FALSE
